Emkay Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Emporis Projects Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Emkay Aromatics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Emmessar Biotech And Nutrition Ltd.,Pharmaceuticals & Drugs,26.6,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Negative to Positive growth in Sales and Profit with Strong Price momentum ,26.01,27.5,21.1,29.76
Emergy Pharma Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Emmbi Industries Ltd.,Packaging Materials-Containers & Packaging,112.7,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Negative to Positive growth in Sales and Profit with Strong Price momentum ,112.25,115.9,73.2,127.0
Emerald Leisures Ltd.,Leisure Services,110.75,No Strength for this stock,Red Flag: High Interest Payments Compared to Earnings,Positive Breakout Third Resistance ( LTP > R3) ,101.5,110.75,74.1,192.55
EICL Ltd.,Diversified,47.15,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,46.55,49.5,38.0,55.45
Emkay Taps and Cutting Tools Ltd.,Engineering - Industrial Equipments,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Negative Breakdown First Support (LTP < S1),Highest Recovery from 52 Week Low ,700.1,750.0,259.05,750.0
Emgee Cables and Communications Ltd.,Cables,2.94,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,2.94,2.94,2.82,12.95
Emergent Industrial Solutions Ltd.,Trading,95.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,95.0,95.0,84.65,153.9
Emerald Finance Ltd.,Finance Term Lending,27.61,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Positive Breakout First Resistance ( LTP > R1) ,27.18,29.9,18.05,34.95
Emami Paper Mills Ltd.,Paper & Forest Products,131.5,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Results Screener: Stocks with upcoming results which are seeing positive shifts in share price ,128.6,134.4,100.05,155.0
Emed.com Technologies Ltd.,Hospital & Healthcare Services,2.35,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,2.35,2.35,1.62,7.64
Emami Realty  Ltd.,Construction - Residential & Commercial Complexes,125.0,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Positive Breakout Third Resistance ( LTP > R3) ,122.4,128.0,53.55,152.15
Emerald Leasing Finance & Investment Company - RE Ltd.,Finance Term Lending,0.92,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.82,0.92,0.62,10.0
Empee Distilleries Ltd.,Breweries & Distilleries,4.52,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,4.52,4.52,2.71,8.26
Emaar MGF Land Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Emco Ltd.,Electric Equipment - Transformers,1.74,Company with Zero Promoter Pledge,Decline in Net Profit with falling Profit Margin (QoQ),Big Deal (Insider and SAST) buys last month greater than 1% of total shares ,1.66,1.74,1.1,3.49
Emkay Global Financial Services Ltd.,Finance - Stock Broking,149.0,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,144.5,150.0,61.85,155.0
Elvis India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Emami Ltd.,Household & Personal Products,507.0,Growth in Net Profit with increasing Profit Margin (QoQ),MFs decreased their shareholding last quarter,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",502.65,511.65,340.55,588.6
Embassy Office Parks REIT Ltd.,Construction - Real Estate,348.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,347.5,351.98,284.0,357.5
Ellenbarrie Industrial Gases Ltd.,Chemicals,310.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,310.0,340.0,310.0,388.0
Elque Polyesters Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Eltrol Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
EMA India Ltd.,Textile - Machinery,25.2,"Strong Momentum: Price above short, medium and long term moving averages",Negative Breakdown Third Support (LTP < S3),Stock with Low PE (PE < = 10) ,22.81,24.0,15.57,26.11
Emaai Pharma Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Elnet Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ellora Steels Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ellora Paper Ltd.,Paper,0.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.0,0.0,0.0,0.0
Elixir Capital Ltd.,Finance - Investment,62.6,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,RSI indicating price strength ,62.1,67.5,32.8,73.8
Elgi Rubber Company Ltd.,Rubber  Products,NaN,Company with high TTM EPS Growth,No weakness for this stock,Positive Breakout First Resistance ( LTP > R1) ,55.0,58.15,27.45,68.45
ELITECON INTERNATIONAL Ltd.,"Real Estate Rental, Development & Operations",10.5,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,10.5,10.5,10.0,10.5
Elpro International Ltd.,Electric Equipment,89.95,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit (QoQ),No Opportunity for this stock,89.5,90.0,53.0,97.95
Elite Appliances Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Elgi Equipments Ltd.,Compressors / Pumps,541.2,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Negative to Positive growth in Sales and Profit with Strong Price momentum ,539.7,546.3,357.95,623.0
Elgi Finance Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Electrotherm (India) Ltd.,Iron & Steel,328.4,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Negative to Positive growth in Sales and Profit with Strong Price momentum ,329.05,329.05,51.2,329.05
Elegant Marble and Granite Industries Ltd.,Ceramics/Marble/Granite/Sanitaryware,331.0,Company with high TTM EPS Growth,Declining Net Cash Flow : Companies not able to generate net cash,Positive Breakout First Resistance ( LTP > R1) ,316.0,331.0,99.25,364.0
Elin Electronics Ltd.,Engineering - Industrial Equipments,173.25,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Positive Breakout Second Resistance  ( LTP > R2) ,164.3,178.5,116.0,230.0
Elgi Auto Parts Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
ELF Trading And Chemicals Manufacturing Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Elektro Flame Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Electro Scan India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Electro Force India Ltd.,Miscellaneous,NaN,Effectively using its capital to generate profit - RoCE improving in last 2 years,Negative Breakdown First Support (LTP < S1),RSI indicating price strength ,115.05,120.45,93.0,142.0
Electrosteel Castings Ltd.,Metals - Castings/Forgings,146.75,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Positive Breakout Second Resistance  ( LTP > R2) ,140.2,152.0,31.5,152.0
Electrosteel Steels Ltd.,Metals - Castings/Forgings,31.05,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,31.05,31.05,0.83,78.1
Elegant Floriculture and Agrotech (India) Ltd.,Miscellaneous,7.35,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Turnaround companies- loss to profit QoQ ,7.02,7.79,5.35,8.9
Elder Projects Ltd.,Pharmaceuticals,20.15,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,20.15,20.15,20.15,33.05
Electrolux Kelvinator Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Electronics Mart India Ltd.,Domestic Appliances,220.95,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,220.0,225.8,61.6,244.55
Elder Pharmaceuticals Ltd.,Pharmaceuticals,38.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,37.1,38.0,20.35,118.8
Elbee Services Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Electrex (India) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Elecon Engineering Company Ltd.,Engineering - Industrial Equipments,NaN,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Brokers upgraded recommendation or target price in the past three months ,1080.25,1099.0,349.85,1099.0
Electric Control Gear (India) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Electra (India) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Eldeco Housing and Industries Ltd.,Construction - Residential & Commercial Complexes,812.85,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,No Opportunity for this stock,795.05,847.95,517.2,868.0
Elcaps Capacitors Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Elder Healthcare Ltd.,Pharmaceuticals,8.55,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,8.55,8.55,6.2,30.0
Elantas Beck India Ltd.,Commodity Chemicals,NaN,Company with high TTM EPS Growth,Decline in Net Profit (QoQ),No Opportunity for this stock,8206.15,8348.95,4201.0,8674.95
EKI Energy Services Ltd.,Diversified,417.45,Company with Low Debt,Decline in Net Profit with falling Profit Margin (QoQ),Stock with Low PE (PE < = 10) ,414.0,418.0,355.25,1295.0
Elnet Technologies Ltd.,IT Services & Consulting,332.0,Growth in Net Profit with increasing Profit Margin (QoQ),Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Profit making Companies with High ROCE and Low PE ,326.65,334.0,157.55,358.0
El Forge Ltd.,Castings & Forgings,14.01,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout First Resistance ( LTP > R1) ,13.1,14.01,6.31,14.67
Elar Fashions Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Elango Industries Ltd.,Iron & Steel,8.89,Company with No Debt,Decline in Net Profit with falling Profit Margin (QoQ),Stock with Low PE (PE < = 10) ,8.06,8.9,5.05,12.72
Elcon Finlease and Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Elcid Investments Ltd.,Finance - Investments,0.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.0,0.0,2.66,3.37
ELB Schliff (India) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ejecta Marketing Ltd.,Trading,0.8,Company with Low Debt,Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,0.8,0.8,0.34,1.97
Eiko Lifesciences Ltd.,Finance - Investment,68.99,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,RSI indicating price strength ,67.0,69.98,51.0,101.0
Eiko Lifesciences RE Ltd.,Miscellaneous,5.83,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,5.0,8.33,4.57,10.0
EIH Associated Hotels Ltd.,"Hotel, Resort & Restaurants",643.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),No Opportunity for this stock,594.85,646.15,365.0,646.15
Ekennis Software Service Ltd.,IT Services & Consulting,0.0,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,RSI indicating price strength ,0.0,0.0,76.05,167.0
Eiko Lifesciences PP Ltd.,Miscellaneous,22.9,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,21.07,23.3,20.0,31.89
EIH Ltd.,"Hotel, Resort & Restaurants",290.55,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,287.6,293.4,150.35,294.5
EID Parry (India) Ltd.,Sugar,561.55,Effectively using its capital to generate profit - RoCE improving in last 2 years,"Negative profit growth, promoters decreasing shareholding QoQ","Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",561.4,569.9,433.2,591.3
Eighty Jewellers Ltd.,Diamond  &  Jewellery,49.15,Company with Low Debt,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,No Opportunity for this stock,49.15,49.9,35.05,79.55
Ekam Leasing and Finance Company Ltd.,Finance - Investments,5.87,Growth in Net Profit with increasing Profit Margin (QoQ),Inefficient use of shareholder funds - ROE declining in the last 2 years,Stock with Low PE (PE < = 10) ,5.86,6.45,3.46,10.73
Eggro Paper Moulds Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
EIH - RE Ltd.,NaN,9.1,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,7.5,9.95,7.5,78.1
Eider Infotech Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Eimco Elecon (India) Ltd.,Engineering - Industrial Equipments,NaN,Company with high TTM EPS Growth,No weakness for this stock,Negative to Positive growth in Sales and Profit with Strong Price momentum ,1586.0,1654.9,333.55,1897.8
Eider Electronics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Edynamics Solutions Ltd.,Retailing,1.99,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Stock with Low PE (PE < = 10) ,1.81,1.99,0.25,2.06
Eicher Motors Ltd.,Automobile - LCVS/ HVCS,NaN,Company with high TTM EPS Growth,MFs decreased their shareholding last quarter,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",3675.1,3737.9,2836.0,4200.0
Eicher Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Effingo Textile & Trading Ltd.,Textiles - General,56.45,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,56.45,56.45,56.45,110.25
Eduexel Infotainment Ltd.,Media & Entertainment,1.62,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.62,1.62,1.62,2.1
EGOLD Ltd.,Miscellaneous,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,63.65,64.15,0.0,74.2
Edelweiss Financial Services - Secured Redeemable  Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
EFC (I) Ltd.,Trading,475.0,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Negative to Positive growth in Sales and Profit with Strong Price momentum ,460.05,490.0,133.48,495.0
Edvenswa Enterprises RE Ltd.,Electronics - Components,25.53,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,22.0,33.89,10.0,39.0
Edvenswa Enterprises Ltd.,Electronics - Components,60.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Positive Breakout Third Resistance ( LTP > R3) ,60.07,60.07,36.0,73.62
Edelweiss Nifty Exchange Traded Scheme Ltd.,NaN,NaN,Near 52 Week High,Negative Breakdown Third Support (LTP < S3),RSI indicating price strength ,0.0,0.0,8888.0,13573.2
Edelweiss ETF Nifty Quality 30,Finance - Investments,NaN,Near 52 Week High,No weakness for this stock,RSI indicating price strength ,NaN,NaN,NaN,NaN
Efcon Securities Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Eddy Current Controls Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ecoplast Ltd.,Packaging Materials-Plastic Products,351.7,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Positive Breakout Third Resistance ( LTP > R3) ,336.0,351.75,65.1,351.75
Edelweiss ETF - Bank,ETF,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Edelweiss Financial Services Ltd.,Finance - NBFC,73.74,Strong Annual EPS Growth,Red Flag: High Interest Payments Compared to Earnings,Negative to Positive growth in Sales and Profit with Strong Price momentum ,73.1,75.5,35.0,87.8
Ecoboard Industries Ltd.,Wood & Wood Products,31.0,"Strong Momentum: Price above short, medium and long term moving averages","Negative profit growth, promoters decreasing shareholding QoQ",Stock with Low PE (PE < = 10) ,30.37,32.0,16.25,36.5
Educomp Solutions Ltd.,IT - Education,4.52,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Positive Breakout Third Resistance ( LTP > R3) ,4.4,4.4,1.3,4.4
Eclat Chemcials Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Econo Trade India Ltd.,Finance - Investment,7.83,Strong Annual EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Third Resistance ( LTP > R3) ,7.5,7.83,5.45,10.49
ECE Industries Ltd.,Electric Equipment,140.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,140.0,150.3,103.5,187.5
Ebers Pharmaceuticals Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
ECS Biztech  Ltd.,Computer Peripherals,9.15,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,RSI indicating price strength ,8.31,9.15,4.21,14.39
Eco Friendly Food Processing Park Ltd.,Agriculture,9.42,Company with Low Debt,New 52 week low today,No Opportunity for this stock,9.42,9.42,9.42,15.45
Eco Recycling Ltd.,Software,392.4,Company with Low Debt,Negative Breakdown Third Support (LTP < S3),Highest Recovery from 52 Week Low ,392.4,392.4,99.0,490.0
Edserv Softsystems Ltd.,Computers - Software - Training,2.07,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,2.07,2.23,2.0,7.24
Eastern Sugar and Industries Ltd.,Sugar,1.08,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.08,1.1,0.55,1.21
Eco Hotels and Resorts Ltd.,"Hotel, Resort & Restaurants",28.8,Company with No Debt,"Negative profit growth, promoters decreasing shareholding QoQ",Positive Breakout Third Resistance ( LTP > R3) ,28.7,28.8,15.47,46.44
Eastern Treads Ltd.,Auto Ancillaries - Tyres & Rubber Products,44.46,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,42.3,45.0,25.05,48.0
Eastern Mining and Allied Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Eastern International Hotels Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Easy Trip Planners Ltd.,Travel Services,46.94,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,RSI indicating price strength ,46.15,47.25,37.0,56.25
Easun Capital Markets Ltd.,Trading,46.95,Company with No Debt,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,No Opportunity for this stock,46.95,46.95,22.0,57.6
Eastern Granites Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Bharat Bond ETF - April 2033,ETF,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,1077.06,1081.0,858.69,1262.6
eClerx Services Ltd.,BPO/ITeS,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,Negative to Positive growth in Sales and Profit with Strong Price momentum ,2635.05,2684.55,1272.0,2828.0
Eastern Gases Ltd.,LPG,9.43,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,9.43,9.43,9.43,62.95
Eastern Overseas Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Eastern Silk Industries Ltd.,Textiles & Apparel,3.32,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of assets to generate profits - ROA declining in the last 2 years,Stock with Low PE (PE < = 10) ,3.05,3.3,1.75,3.95
Easun Reyrolle Ltd.,Electric Equipment,2.5,Effectively using Shareholders fund - Return on equity (ROE) improving since last 2 year,Negative Breakdown Third Support (LTP < S3),Stock with Low PE (PE < = 10) ,2.43,2.5,1.74,4.62
Easy Fincorp Ltd.,Finance - Investment,0.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.0,0.0,238.65,238.65
Earthstahl and Alloys Ltd.,Iron & Steel,55.0,Company with Low Debt,Inefficient use of shareholder funds - ROE declining in the last 2 years,RSI indicating price strength ,54.0,56.92,40.0,76.95
East West Travel & Trade Links Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Earum Pharmaceuticals RE Ltd.,Pharmaceuticals & Drugs,0.05,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.05,0.05,0.05,10.0
East West Travel and Trade Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Earum Pharmaceuticals Ltd.,Medical Equipment/Supplies/Accessories,1.87,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Third Resistance ( LTP > R3) ,1.87,1.87,0.9,2.82
East India Securities Ltd.,Finance - Stock Broking,NaN,Rising Net Cash Flow and Cash from Operating activity,No weakness for this stock,No Opportunity for this stock,1320.0,1320.0,1004.0,1470.0
East West Holdings Ltd.,Finance - Investment,8.9,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Turnaround companies- loss to profit QoQ ,8.8,9.44,3.83,11.47
Earnest Healthcare Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
E I Granites Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
East Coast Steel Ltd.,Iron & Steel,20.58,Strong Annual EPS Growth,Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,20.58,20.58,17.74,33.4
E2E Networks Ltd.,IT Services & Consulting,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,840.0,842.0,135.95,906.0
East Buildtech Ltd.,Construction & Contracting - Housing,24.1,Strong Annual EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),No Opportunity for this stock,24.1,24.1,10.17,27.65
E-Metals India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
DSM Agro Products Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
E.Star Infotech  Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
E-Land Apparel Ltd.,Textiles & Apparel,9.04,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Positive Breakout First Resistance ( LTP > R1) ,8.7,9.04,4.5,10.44
E-Serve International Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
DSP Liquid ETF,ETF,999.99,Near 52 Week High,Near 52 Week Low,No Opportunity for this stock,999.99,1000.01,995.3,1045.0
DS Sancheti Securities and Financial Services Ltd.,Finance - Investments,0.0,Strong Annual EPS Growth,Negative Breakdown Third Support (LTP < S3),Turnaround companies- loss to profit QoQ ,59.05,59.05,0.85,59.05
Drone Destination Ltd.,Miscellaneous,NaN,MACD Crossover Above Signal Line,No weakness for this stock,RSI indicating price strength ,166.0,171.5,65.0,177.0
Druckgrafen India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
DSJ Keep Learning Ltd.,Printing & Stationery,6.65,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Positive Breakout Second Resistance  ( LTP > R2) ,6.35,6.6,0.3,6.6
Dreamfolks Services Ltd.,Aerospace & Defence,530.9,Strong Annual EPS Growth,No weakness for this stock,No Opportunity for this stock,530.25,539.45,360.0,847.0
E Factor Experiences Ltd.,Miscellaneous,NaN,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,Inefficient use of shareholder funds - ROE declining in the last 2 years,No Opportunity for this stock,165.0,169.0,75.0,208.0
Dredging Corporation India Ltd.,Ports,901.45,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Positive Breakout First Resistance ( LTP > R1) ,835.0,930.0,275.3,930.0
D.S. Kulkarni Developers Ltd.,Construction & Contracting - Housing,13.6,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,13.6,13.6,13.6,69.75
DRS Dilip Roadlines  Ltd.,Diversified,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.0,0.0,68.05,151.0
DSJ Finance Corporation Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Droneacharya Aerial Innovations Ltd.,Misc. Commercial Services,198.7,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,RSI indicating price strength ,197.3,202.0,111.15,221.0
Dravya Industrial Chemicals Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Dr Reddys Labs NCD Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
DRC Systems India Ltd.,Software,53.6,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,53.4,53.4,27.15,68.0
Dr. Datson Labs Ltd.,Pharmaceuticals,6.29,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,6.29,6.29,5.48,21.5
DRA Consultants Ltd.,Engineering,31.95,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,No Opportunity for this stock,31.4,31.95,17.15,35.99
